,title,url,description
61,"Asiabusinessinfo.com on Instagram: ""@ganjar_pranowo Jadi Capres ...",https://www.instagram.com/p/CrTJPRvL3_l/,"4 likes, 0 comments - Asiabusinessinfo.com (@abimagazine) on Instagram: ""@ganjar_pranowo Jadi Capres @pdiperjuangan , @jokowi : Ganjar Pemimpin yang Dekat dengan Rakyat ...",
62,"officialinews on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari ...",https://www.instagram.com/p/CrS42eJPCxd/,"3,172 likes, 793 comments - officialinews (@officialinewstv) on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari penetapan Ganjar Pranowo sebagai calon presiden 2024 d..."" officialinews on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari penetapan Ganjar Pranowo sebagai calon presiden 2024 dari PDIP.",
63,Lead The Fest (@leadthefest) â€¢ Instagram photos and videos,https://www.instagram.com/leadthefest/,"90.1k Followers, 90 Following, 663 Posts - See Instagram photos and videos from Lead The Fest (@leadthefest)",
64,"Anggita Ciptasari on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar ...",https://www.instagram.com/p/CrSOr0cIEIj/,"39 likes, 1 comments - â€¢ Anggita Ciptasari (@anggitaciptasari3) on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar Pranowo - Erick Thohir jadi Pilihan Utama ...",
65,"Weny Nistiyana on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar ...",https://www.instagram.com/p/CrSOr_KoyuX/,"11 likes, 0 comments - Weny Nistiyana (@wenynistiyana5) on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar Pranowo - Erick Thohir jadi Pilihan Utama Masyarakat Ganjar",
66,"RUMAH KITA JATIM on Instagram: ""Presiden partai buruh Said Iqbal ...",https://www.instagram.com/p/CrV5AIzpR0k/,"156 likes, 8 comments - RUMAH KITA JATIM (@ganjarpranowo_fc) on Instagram: ""Presiden partai buruh Said Iqbal menanggapi pengusungan Ganjar Pranowo sebagai bakal calon presid..."" RUMAH KITA JATIM ðŸ‡®ðŸ‡© on Instagram: ""Presiden partai buruh Said Iqbal menanggapi pengusungan Ganjar Pranowo sebagai bakal calon presiden (bacapres) dari PDI ...",
67,"Ganjar Pranowo RI 1 2024 on Instagram: ""Reposted from @infocianjur Dua ...",https://www.instagram.com/p/CPpQuKnHu96/,"June 2, 2021 - 112 likes, 22 comments - Ganjar Pranowo RI 1 2024 (@ganjar_pranowo2024) on Instagram: ""Reposted from @infocianjur Dua nama ini @ganjar_pranowo dan Kang @ridwankamil selalu menjadi buah ...",
68,"Radar Bali Official on Instagram: """"Ganjar Presidenku, Ganjar Presiden ...",https://www.instagram.com/p/Crn5TqIPHxb/,"April 29, 2023 - 19 likes, 0 comments - Radar Bali Official (@radar.bali) on Instagram: """"Ganjar Presidenku, Ganjar Presiden Indonesia, Ganjar menang, menang, menang,"" teriak pengusa ...",
69,"GanjarKu on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo ...",https://www.instagram.com/p/CrS0gnkuyKp/,"11 likes, 0 comments - GanjarKu (@ganjar_ku) on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo sebagai sosok yang dekat dengan rakyat. Menurut Joko..."" GanjarKu on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo sebagai sosok yang dekat dengan rakyat.",
70,"INFO GIANYAR DAN BALI on Instagram: ""Ganjar Pranowo, calon presiden ...",https://www.instagram.com/p/CrVCo-nPLTQ/,"404 likes, 2 comments - INFO GIANYAR DAN BALI (@gianyarinfo_) on Instagram: ""Ganjar Pranowo, calon presiden (capres) yang diusung PDIP sekaligus Gubernur Jawa Tengah, menyata ...",
71,"Ganjar Pranowo Bisa on Instagram: ""Pembubaran salah satu kelompok ...",https://www.instagram.com/p/CodZ2JESwUf/,"February 9, 2023 - 358 likes, 17 comments - Ganjar Pranowo Bisa (@ganjarpranowobisa) on Instagram: ""Pembubaran salah satu kelompok pendukung Ganjar Pranowo dinilai tidak mempengaruhi popularitasnya ...",
72,"RUMAH KITA JATIM on Instagram: ""GANJAR SUDAH PASTI CAPRES ! Rabu, 5 ...",https://www.instagram.com/p/Cq5Qix4JiYW/,"Rabu, 5 April 2023, salah satu orang dekat Ganjar Pranowo mendapat ..."" RUMAH KITA JATIM ðŸ‡®ðŸ‡© on Instagram: ""GANJAR SUDAH PASTI CAPRES ! Rabu, 5 April 2023, salah satu orang dekat Ganjar Pranowo mendapat kabar mengejutkan: Ganjar mengantongi restu partai untuk melaju ke Pilpres 2024 dan bakal dideklarasikan sebagai calon presiden.",
73,"Relawan Sahabat Ganjar Indonesia on Instagram: ""Mulailah dengan ...",https://www.instagram.com/p/CYAcDFQlYGz/,"659 likes, 14 comments - Relawan Sahabat Ganjar Indonesia (@ganjar_pranowofans) on Instagram: ""Mulailah dengan pertunjukan kejujuran ___ Kembangkan sayap relawan dukung Pak Ganjar ...",
74,"Ganjar Bersama Indonesia on Instagram: ""Ganjar Pranowo, Prabowo ...",https://www.instagram.com/p/CqPOiX0rNmv/,"83 Likes, 4 Comments - Ganjar Bersama Indonesia (@ganjarbersamaindonesia) on Instagram: ""Ganjar Pranowo, Prabowo Subianto dan Anies Baswedan mendominasi 3 top of mind survei figure bakal..."" Ganjar Bersama Indonesia on Instagram: ""Ganjar Pranowo, Prabowo Subianto dan Anies Baswedan mendominasi 3 top of mind survei figure bakal calon presiden ...",
75,"Ganjarist | Relawan Ganjar Pranowo on Instagram: ""Konsisten! Survei ...",https://www.instagram.com/p/CqUMKBYpfh6/,"23 Likes, 0 Comments - Ganjarist | Relawan Ganjar Pranowo (@ganjarist.relawanganjar) on Instagram: ""Konsisten! Survei Indikator Politik: Ganjar Pranowo Sosok Capres ...",
76,"Asumsi on Instagram: ""Saiful Mujani and Research Consulting (SMRC ...",https://www.instagram.com/p/CpMhZp2Pt7v/,"3,702 likes, 185 comments - Asumsi (@asumsico) on Instagram: ""Saiful Mujani and Research Consulting (SMRC) mengumumkan hasil survei yang menyatakan barisan mas...""",
77,"Asumsi on Instagram: ""Kemesraan Presiden Joko Widodo dengan Menteri ...",https://www.instagram.com/p/Cpwc7hKPZHo/,"1,613 Likes, 37 Comments - Asumsi (@asumsico) on Instagram: ""Kemesraan Presiden Joko Widodo dengan Menteri Pertahanan Prabowo Subianto dan Gubernur Jawa Tenga...""",
78,"BeritaSatu on Instagram: ""Ganjar Pranowo dan Anies Baswedan bakal ...",https://www.instagram.com/p/CoJ_F_cPhIY/,"1,220 Likes, 314 Comments - BeritaSatu (@beritasatu) on Instagram: ""Ganjar Pranowo dan Anies Baswedan bakal bersaing ketat setelah berhasil masuk putaran kedua pemil..."" BeritaSatu on Instagram: ""Ganjar Pranowo dan Anies Baswedan bakal bersaing ketat setelah berhasil masuk putaran kedua pemilihan presiden apabila pesertanya terdiri tiga atau ...",
79,"Kita Garuda | Timnas Indonesia Fans on Instagram: ""Pengamat Politik ...",https://www.instagram.com/p/Cqg7Q-0SG9t/,"177 Likes, 24 Comments - Kita Garuda | Timnas Indonesia Fans (@kitagaruda.ina) on Instagram: ""Pengamat Politik Universitas Al Azhar Ujang Komarudin menyebut penolakan ...",
80,"PinterPolitik.com on Instagram: ""PAN mengusulkan duet Ganjar Pranowo ...",https://www.instagram.com/p/CphbpMrNgoN/,"895 Likes, 29 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""PAN mengusulkan duet Ganjar Pranowo dan Erick Thohir sebagai pasangan calon presiden-wakil presid..."" PinterPolitik.com on Instagram: ""PAN mengusulkan duet Ganjar Pranowo dan Erick Thohir sebagai pasangan calon presiden-wakil presiden di Pilpres 2024 mendatang.",
81,"tempoupdate | Indonesia on Instagram: ""Tokoh bermunculan jelang pilpres ...",https://www.instagram.com/p/CfdV-SiP5eh/,"@ganjar_pranowo @prab..."" tempoupdate | Indonesia on Instagram: ""Tokoh bermunculan jelang pilpres, ada lagi gak bakal calon Presiden 2024? @ganjar_pranowo @prabowo @aniesbaswedan @ridwankamil @agusyudhoyono @sandiuno #bicarapolitik #politikindonesia #politik #infopolitik #tempoupdate #politikindonesia""",
82,"SERDADU ANIES INDONESIA on Instagram: ""Polmatrix Indonesia merilis ...",https://www.instagram.com/p/CnmBquWBZbw/,"29 likes, 2 comments - SERDADU ANIES INDONESIA (@serunis.id) on Instagram: ""Polmatrix Indonesia merilis hasil survei terbarunya terkait Pemilihan Presiden atau Pilpres 2024 ..."" SERDADU ANIES INDONESIA ðŸ‡²ðŸ‡¨ on Instagram: ""Polmatrix Indonesia merilis hasil survei terbarunya terkait Pemilihan Presiden atau Pilpres 2024 mendatang.",
83,"Ganjar Idola Rakyat on Instagram: ""Trust Indonesia merilis hasil survei ...",https://www.instagram.com/p/CqKCutxLrdp/,"Ganjar Pran..."" Ganjar Idola Rakyat on Instagram: ""Trust Indonesia merilis hasil survei soal elektabilitas calon presiden (capres) 2024. Ganjar Pranowo menjadi tokoh teratas kemudian disusul Anies Baswedan dan Prabowo Subianto.",
84,"OHOS MEDIA NETWORK on Instagram: ""Muncul wacana pasangan capres Ganjar ...",https://www.instagram.com/p/CrhmY4iPCsx/,"April 26, 2023 - OHOS MEDIA NETWORK (@ohosmedia) on Instagram: ""Muncul wacana pasangan capres Ganjar Pranowo dan cawapres Erick Thohir di Pilpres 2024. Dua pemi..."" OHOS MEDIA NETWORK on Instagram: ""Muncul wacana pasangan capres Ganjar Pranowo dan cawapres Erick Thohir di Pilpres 2024.",
85,"Nasionalis Cyber Indonesia on Instagram: ""Indikasi Ketua Umum masih ...",https://www.instagram.com/p/CjfKuIoPmlk/,"162 likes, 3 comments - Nasionalis Cyber Indonesia (@nci4ri) on Instagram: ""Indikasi Ketua Umum masih ingin jadi Capres, hingga deklarasi Capres Ganjar Pranowo dilakukan ole..."" Nasionalis Cyber Indonesia on Instagram: ""Indikasi Ketua Umum masih ingin jadi Capres, hingga deklarasi Capres Ganjar Pranowo dilakukan oleh Pembina Partai dan ...",
86,"BuddyKu Headlines on Instagram: ""Ketum GP Ansor Yaqut Cholil Qoumas ...",https://www.instagram.com/p/CrdcQpuNCkE/,"15 likes, 0 comments - BuddyKu Headlines (@buddykuofficial) on Instagram: ""Ketum GP Ansor Yaqut Cholil Qoumas mendukung Menteri BUMN Erick Thohir menjadi cawapres ...",
87,"djawanewscom on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo sebagai ...",https://www.instagram.com/p/CYisXEqtbvL/,"18 likes, 5 comments - @djawanewscom on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo sebagai salah satu kader PDIP memiliki elektabilitas yang san..."" djawanewscom on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo sebagai salah satu kader PDIP memiliki elektabilitas yang sangat ""top"" atau tertinggi di banyak lembaga survei sebagai calon ...",
88,"Ganjar Pedia on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo sangat ...",https://www.instagram.com/reel/CbJy5balpw5/,"Ganjar Pedia on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo sangat ...",
89,"RAKYAT BERSAMA GANJAR on Instagram: ""Enam perwakilan pemuka agama mulai ...",https://www.instagram.com/p/CobalmZLSUT/,"106 likes, 5 comments - RAKYAT BERSAMA GANJAR (@rakyatbersamaganjar) on Instagram: ""Enam perwakilan pemuka agama mulai dari Islam, Kristen, Katolik, Buddha, Konghucu, dan Hindu berk ...",
90,Page not found â€¢ Instagram,https://www.instagram.com/p/CDQpvK-gSdu/,"10 likes, 0 comments - Hops.ID (@hopsindonesia) on Instagram: ""Partai Demokrasi Indonesia Perjuangan (PDIP) saat ini disebut-sebut memiliki dua jagoan yang puny...""",
91,Page not found â€¢ Instagram,https://www.instagram.com/p/CfUB7FCrrd1/,"51 likes, 1 comments - iNews.id (@inewsdotid) on Instagram: ""Hasil survei yang dilakukan Indonesia Polling Stastions (IPS) terkait elektabilitas calon preside...""",
92,Page not found â€¢ Instagram,https://www.instagram.com/p/Cp2fps2pUrX/,"1,318 Likes, 85 Comments - Total Politik (@totalpolitikcom) on Instagram: ""Ketua Umum PKB Muhaimin Iskandar atau Cak Imin merespons munculnya wacana duet Menteri ...",
93,"MEDIA POLITIK INDONESIA on Instagram: ""Jakarta, tvOnenews.com - Ganjar ...",https://www.instagram.com/p/CrcZqSRJoVx/,"115 likes, 15 comments - MEDIA POLITIK INDONESIA (@politikmedia) on Instagram: ""Jakarta, tvOnenews.com - Ganjar Pranowo resmi ditunjuk sebagai capres oleh PDI Perjuangan. Peg..."" MEDIA POLITIK INDONESIA on Instagram: ""Jakarta, tvOnenews.com - Ganjar Pranowo resmi ditunjuk sebagai capres oleh PDI Perjuangan.",
94,"Ganjar Pranowo Presiden 2024 on Instagram: ""Repost @ganjarpranowobisa ...",https://www.instagram.com/p/CpwBsxkv7rn/,Repost @ganjarpranowobisa Duet Ganjar Pranowo dan Prabowo Subianto ramai dibicarakan seiring dengan semakin dekatnya Pilpres 2024. Ganjar dan Prabowo adalah dua tokoh yang populer di mata publik. Pengamat politik dari Saiful Mujani Research & Consulting (SMRC) Saidiman Ahmad mengatakan jika duet ini terjadi maka akan memiliki potensi menang yang tinggi.,
95,"Sahabat Ganjar Pranowo on Instagram: ""Sama-sama seneng, nih.. Kalau Pak ...",https://www.instagram.com/p/Cen3NQFBteI/,"Sama-sama seneng, nih.. Kalau Pak Ganjar @ganjar_pranowo seneng waktu ketemu rakyat. Rakyat juga seneng banget punya pemimpin kayak Pak Ganjar. Sungguh istimewa hubungan ini. #KerjaBareng #sahabatganjar #ganjarpranowo #lapakganjar #sahabatganjarpranowo #ganjarnasional #sahabatganjarnasional #ganjarnusantara #sahabatganas",
96,"Radar Bali Official on Instagram: ""PDIP merasa sekarang bakal calon ...",https://www.instagram.com/p/CrsQqlTPCaE/,"May 1, 2023 - 12 likes, 0 comments - Radar Bali Official (@radar.bali) on Instagram: ""PDIP merasa sekarang bakal calon presidennya laris manis. Ketua Umum PDI Perjuangan Megawati ..."" Radar Bali Official on Instagram: ""PDIP merasa sekarang bakal calon presidennya laris manis.",
97,Ganjar Pranowo (@ganjar_pranowo) â€¢ Instagram photos and videos,https://www.instagram.com/ganjar_pranowo/,"6M Followers, 4 Following, 6,918 Posts - See Instagram photos and videos from Ganjar Pranowo (@ganjar_pranowo)",
98,"SINDOnews on Instagram: ""Pilpres 2024, Ganjar-Erick Dinilai Mampu ...",https://www.instagram.com/p/Crdd3VRS23h/,"1,702 likes, 314 comments - SINDOnews (@sindonews) on Instagram: ""Pilpres 2024, Ganjar-Erick Dinilai Mampu Lanjutkan Pembangunan Jokowi https://bit.ly/3oICs81 Mun..."" SINDOnews on Instagram: ""Pilpres 2024, Ganjar-Erick Dinilai Mampu Lanjutkan Pembangunan Jokowi https://bit.ly/3oICs81 Muncul wacana pasangan capres Ganjar Pranowo dan cawapres ...",
99,Gubernur Jawa Tengah Ganjar Pranowo menerima penghargaan dari ...,https://www.instagram.com/p/CrmqiJ6yS2U/,"309 likes, 0 comments - Indonesia (@lintang_son9o) on Instagram on April 28, 2023: ""Gubernur Jawa Tengah Ganjar Pranowo menerima penghargaan dari kementerian Dalam Negeri. Jawa Teng..."" Indonesia on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo menerima penghargaan dari kementerian Dalam Negeri.",
100,"Asiabusinessinfo.com on Instagram: ""@ganjar_pranowo Jadi Capres ...",https://www.instagram.com/p/CrTJPRvL3_l/,"4 likes, 0 comments - Asiabusinessinfo.com (@abimagazine) on Instagram: ""@ganjar_pranowo Jadi Capres @pdiperjuangan , @jokowi : Ganjar Pemimpin yang Dekat dengan Rakyat ...",
101,"officialinews on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari ...",https://www.instagram.com/p/CrS42eJPCxd/,"3,172 likes, 793 comments - officialinews (@officialinewstv) on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari penetapan Ganjar Pranowo sebagai calon presiden 2024 d..."" officialinews on Instagram: ""Presiden Joko Widodo (Jokowi) mengomentari penetapan Ganjar Pranowo sebagai calon presiden 2024 dari PDIP.",
102,"Anggita Ciptasari on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar ...",https://www.instagram.com/p/CrSOr0cIEIj/,"39 likes, 1 comments - â€¢ Anggita Ciptasari (@anggitaciptasari3) on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar Pranowo - Erick Thohir jadi Pilihan Utama ...",
103,"Weny Nistiyana on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar ...",https://www.instagram.com/p/CrSOr_KoyuX/,"11 likes, 0 comments - Weny Nistiyana (@wenynistiyana5) on Instagram: ""Menjelang Pilpres 2024, Duet Ganjar Pranowo - Erick Thohir jadi Pilihan Utama Masyarakat Ganjar",
104,"Ganjar Pranowo Bisa on Instagram: ""Ganjar Pranowo tak ingin Jemawa ...",https://www.instagram.com/p/CpY-Ik_ppRc/,"March 4, 2023 - 61 likes, 1 comments - Ganjar Pranowo Bisa (@ganjarpranowobisa) on Instagram: ""Ganjar Pranowo tak ingin Jemawa tanggapi dirinya sebagai tokoh yang paling banyak dipilih oleh ma ...",
105,"Relawan Sahabat Ganjar Indonesia on Instagram: ""Mulailah dengan ...",https://www.instagram.com/p/CYAcDFQlYGz/,"659 likes, 14 comments - Relawan Sahabat Ganjar Indonesia (@ganjar_pranowofans) on Instagram: ""Mulailah dengan pertunjukan kejujuran ___ Kembangkan sayap relawan dukung Pak Ganjar ...",
106,"Ganjar Bersama Indonesia on Instagram: ""Ganjar Pranowo, Prabowo ...",https://www.instagram.com/p/CqPOiX0rNmv/,"83 Likes, 4 Comments - Ganjar Bersama Indonesia (@ganjarbersamaindonesia) on Instagram: ""Ganjar Pranowo, Prabowo Subianto dan Anies Baswedan mendominasi 3 top of mind survei figure bakal..."" Ganjar Bersama Indonesia on Instagram: ""Ganjar Pranowo, Prabowo Subianto dan Anies Baswedan mendominasi 3 top of mind survei figure bakal calon presiden ...",
107,"RUMAH KITA JATIM on Instagram: ""Presiden partai buruh Said Iqbal ...",https://www.instagram.com/p/CrV5AIzpR0k/,"156 likes, 8 comments - RUMAH KITA JATIM (@ganjarpranowo_fc) on Instagram: ""Presiden partai buruh Said Iqbal menanggapi pengusungan Ganjar Pranowo sebagai bakal calon presid..."" RUMAH KITA JATIM ðŸ‡®ðŸ‡© on Instagram: ""Presiden partai buruh Said Iqbal menanggapi pengusungan Ganjar Pranowo sebagai bakal calon presiden (bacapres) dari PDI ...",
108,"Ganjarist | Relawan Ganjar Pranowo on Instagram: ""Konsisten! Survei ...",https://www.instagram.com/p/CqUMKBYpfh6/,"23 Likes, 0 Comments - Ganjarist | Relawan Ganjar Pranowo (@ganjarist.relawanganjar) on Instagram: ""Konsisten! Survei Indikator Politik: Ganjar Pranowo Sosok Capres ...",
109,"Ganjar Pranowo RI 1 2024 on Instagram: ""Reposted from @infocianjur Dua ...",https://www.instagram.com/p/CPpQuKnHu96/,"June 2, 2021 - 112 likes, 22 comments - Ganjar Pranowo RI 1 2024 (@ganjar_pranowo2024) on Instagram: ""Reposted from @infocianjur Dua nama ini @ganjar_pranowo dan Kang @ridwankamil selalu menjadi buah ...",
110,"GanjarKu on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo ...",https://www.instagram.com/p/CrS0gnkuyKp/,"11 likes, 0 comments - GanjarKu (@ganjar_ku) on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo sebagai sosok yang dekat dengan rakyat. Menurut Joko..."" GanjarKu on Instagram: ""Presiden Joko Widodo menyebut Ganjar Pranowo sebagai sosok yang dekat dengan rakyat.",
111,"Radar Bali Official on Instagram: ""DPP PDIP telah mengumumkan calon ...",https://www.instagram.com/p/CrwnkeYvWUG/,"May 2, 2023 - 0 likes, 0 comments - Radar Bali Official (@radar.bali) on Instagram: ""DPP PDIP telah mengumumkan calon presiden Ganjar Pranowo. Para kader partai di seluruh Indonesia ..."" Radar Bali Official on Instagram: ""DPP PDIP telah mengumumkan calon presiden Ganjar Pranowo.",
112,"AKURATCO on Instagram: ""Jokowi Mania (JoMan) sudah memastikan tak lagi ...",https://www.instagram.com/p/CoYyEwqLYnR/,"100 likes, 12 comments - AKURATCO (@akuratco) on Instagram: ""Jokowi Mania (JoMan) sudah memastikan tak lagi mendukung Ganjar Pranowo sebagai calon presiden at..."" AKURATCO on Instagram: ""Jokowi Mania (JoMan) sudah memastikan tak lagi mendukung Ganjar Pranowo sebagai calon presiden atau capres di Pilpres 2024 mendatang.",
113,"Tribun Kaltim on Instagram: ""Survei SMRC terkait Pilpres terkini ...",https://www.instagram.com/tv/CQFV9Ffhhwb/,"22 likes, 3 comments - Tribun Kaltim (@tribunkaltim) on Instagram: ""Survei SMRC terkait Pilpres terkini menunjukkan Ganjar Pranowo akan menang jika berhadapan hanya ...",
114,"INFO GIANYAR DAN BALI on Instagram: ""Ganjar Pranowo, calon presiden ...",https://www.instagram.com/p/CrVCo-nPLTQ/,"404 likes, 2 comments - INFO GIANYAR DAN BALI (@gianyarinfo_) on Instagram: ""Ganjar Pranowo, calon presiden (capres) yang diusung PDIP sekaligus Gubernur Jawa Tengah, menyata ...",
115,"Sahabat Ganjar Pranowo on Instagram: ""Luar biasa! Fakta terbaru lagi ...",https://www.instagram.com/p/CmVqhBKvXNf/,"112 likes, 2 comments - Sahabat Ganjar Pranowo (@sahabat_ganjarp) on Instagram: ""Luar biasa! Fakta terbaru lagi nih. Kata Pak Bima Arya, nama Pak Ganjar Pranowo ...",
116,"RUMAH KITA JATIM on Instagram: ""GANJAR SUDAH PASTI CAPRES ! Rabu, 5 ...",https://www.instagram.com/p/Cq5Qix4JiYW/,"Rabu, 5 April 2023, salah satu orang dekat Ganjar Pranowo mendapat ..."" RUMAH KITA JATIM ðŸ‡®ðŸ‡© on Instagram: ""GANJAR SUDAH PASTI CAPRES ! Rabu, 5 April 2023, salah satu orang dekat Ganjar Pranowo mendapat kabar mengejutkan: Ganjar mengantongi restu partai untuk melaju ke Pilpres 2024 dan bakal dideklarasikan sebagai calon presiden.",
117,"Sahabat Ganjar Pranowo on Instagram: ""Pak Ganjar Pranowo @ganjar ...",https://www.instagram.com/p/CgG8G_hvtyh/,"0 likes, 0 comments - Sahabat Ganjar Pranowo (@sahabat_ganjarp) on Instagram: ""Pak Ganjar Pranowo @ganjar_pranowo kembali didoakan ribuan santri untuk maju menjadi calon Presid ...",
118,"RUMAH KITA JATIM on Instagram: ""DUKUNGAN UNTUK GANJAR SEMAKIN BESAR ...",https://www.instagram.com/p/CguKM0EpApc/,"14 likes, 0 comments - RUMAH KITA JATIM (@ganjarpranowo_fc) on Instagram: ""DUKUNGAN UNTUK GANJAR SEMAKIN BESAR Gubernur Jawa Tengah Ganjar Pranowo kembali mendapat dukunga..."" RUMAH KITA JATIM ðŸ‡®ðŸ‡© on Instagram: ""DUKUNGAN UNTUK GANJAR SEMAKIN BESAR Gubernur Jawa Tengah Ganjar Pranowo kembali mendapat dukungan untuk maju sebagai calon ...",
119,Page not found â€¢ Instagram,https://www.instagram.com/p/Cog1IqnJPWs/,"7 likes, 0 comments - Tribun Timur (@tribuntimurdotcom) on Instagram: ""GP Mania Bubar, Berikut Ini Daftar Relawan Ganjar Pranowo Lainnya, Ada Ganjarist hingga Teman ...",
120,"Sahabat Ganjar Pranowo on Instagram: ""Sebagian besar suara massa NU ...",https://www.instagram.com/p/CpDKDW5LVyM/,"239 likes, 109 comments - Sahabat Ganjar Pranowo (@sahabat_ganjarp) on Instagram: ""Sebagian besar suara massa NU sudah FIX untuk Pak Ganjar Pranowo @ganjar_pranowo di Pilpres 2024 ...",
